0,69,92,item_021_frame_000483_roi_1.png,256,256
1,43,75,item_021_frame_000483_roi_1.png,256,256
2,137,75,item_021_frame_000483_roi_1.png,256,256
3,179,95,item_021_frame_000483_roi_1.png,256,256
4,66,184,item_021_frame_000483_roi_1.png,256,256
5,46,140,item_021_frame_000483_roi_1.png,256,256
6,145,144,item_021_frame_000483_roi_1.png,256,256
7,187,190,item_021_frame_000483_roi_1.png,256,256
0,52,126,item_029_frame_000676_roi_1.png,256,256
1,100,75,item_029_frame_000676_roi_1.png,256,256
2,172,70,item_029_frame_000676_roi_1.png,256,256
3,116,120,item_029_frame_000676_roi_1.png,256,256
4,75,195,item_029_frame_000676_roi_1.png,256,256
5,148,136,item_029_frame_000676_roi_1.png,256,256
6,207,137,item_029_frame_000676_roi_1.png,256,256
7,141,190,item_029_frame_000676_roi_1.png,256,256
0,77,97,item_033_frame_000773_roi_1.png,256,256
1,41,64,item_033_frame_000773_roi_1.png,256,256
2,144,70,item_033_frame_000773_roi_1.png,256,256
3,177,103,item_033_frame_000773_roi_1.png,256,256
4,67,183,item_033_frame_000773_roi_1.png,256,256
5,40,129,item_033_frame_000773_roi_1.png,256,256
6,164,140,item_033_frame_000773_roi_1.png,256,256
7,183,201,item_033_frame_000773_roi_1.png,256,256
0,68,131,item_035_frame_000821_roi_1.png,256,256
1,39,63,item_035_frame_000821_roi_1.png,256,256
2,144,64,item_035_frame_000821_roi_1.png,256,256
3,189,129,item_035_frame_000821_roi_1.png,256,256
4,74,209,item_035_frame_000821_roi_1.png,256,256
5,48,128,item_035_frame_000821_roi_1.png,256,256
6,156,130,item_035_frame_000821_roi_1.png,256,256
7,194,210,item_035_frame_000821_roi_1.png,256,256
0,43,145,item_045_frame_001062_roi_1.png,256,256
1,92,57,item_045_frame_001062_roi_1.png,256,256
2,176,65,item_045_frame_001062_roi_1.png,256,256
3,124,158,item_045_frame_001062_roi_1.png,256,256
4,67,202,item_045_frame_001062_roi_1.png,256,256
5,109,109,item_045_frame_001062_roi_1.png,256,256
6,190,117,item_045_frame_001062_roi_1.png,256,256
7,153,210,item_045_frame_001062_roi_1.png,256,256
0,50,113,item_047_frame_001111_roi_1.png,256,256
1,53,62,item_047_frame_001111_roi_1.png,256,256
2,156,76,item_047_frame_001111_roi_1.png,256,256
3,173,128,item_047_frame_001111_roi_1.png,256,256
4,66,194,item_047_frame_001111_roi_1.png,256,256
5,69,138,item_047_frame_001111_roi_1.png,256,256
6,161,138,item_047_frame_001111_roi_1.png,256,256
7,185,201,item_047_frame_001111_roi_1.png,256,256
0,51,118,item_051_frame_001207_roi_1.png,256,256
1,96,60,item_051_frame_001207_roi_1.png,256,256
2,168,71,item_051_frame_001207_roi_1.png,256,256
3,114,119,item_051_frame_001207_roi_1.png,256,256
4,90,174,item_051_frame_001207_roi_1.png,256,256
5,133,113,item_051_frame_001207_roi_1.png,256,256
6,194,119,item_051_frame_001207_roi_1.png,256,256
7,154,179,item_051_frame_001207_roi_1.png,256,256
0,117,54,item_057_frame_001352_roi_1.png,256,256
1,51,108,item_057_frame_001352_roi_1.png,256,256
2,132,146,item_057_frame_001352_roi_1.png,256,256
3,213,85,item_057_frame_001352_roi_1.png,256,256
4,122,117,item_057_frame_001352_roi_1.png,256,256
5,47,167,item_057_frame_001352_roi_1.png,256,256
6,138,202,item_057_frame_001352_roi_1.png,256,256
7,220,145,item_057_frame_001352_roi_1.png,256,256
0,52,110,item_059_frame_001400_roi_1.png,256,256
1,112,76,item_059_frame_001400_roi_1.png,256,256
2,189,79,item_059_frame_001400_roi_1.png,256,256
3,137,110,item_059_frame_001400_roi_1.png,256,256
4,70,192,item_059_frame_001400_roi_1.png,256,256
5,133,155,item_059_frame_001400_roi_1.png,256,256
6,218,148,item_059_frame_001400_roi_1.png,256,256
7,162,179,item_059_frame_001400_roi_1.png,256,256
0,111,108,item_064_frame_001545_roi_1.png,256,256
1,34,72,item_064_frame_001545_roi_1.png,256,256
2,124,69,item_064_frame_001545_roi_1.png,256,256
3,190,97,item_064_frame_001545_roi_1.png,256,256
4,124,175,item_064_frame_001545_roi_1.png,256,256
5,47,130,item_064_frame_001545_roi_1.png,256,256
6,149,131,item_064_frame_001545_roi_1.png,256,256
7,199,182,item_064_frame_001545_roi_1.png,256,256
0,96,63,item_068_frame_001642_roi_1.png,256,256
1,45,98,item_068_frame_001642_roi_1.png,256,256
2,145,118,item_068_frame_001642_roi_1.png,256,256
3,196,85,item_068_frame_001642_roi_1.png,256,256
4,94,144,item_068_frame_001642_roi_1.png,256,256
5,44,181,item_068_frame_001642_roi_1.png,256,256
6,142,199,item_068_frame_001642_roi_1.png,256,256
7,200,162,item_068_frame_001642_roi_1.png,256,256
0,108,95,item_070_frame_001690_roi_1.png,256,256
1,42,76,item_070_frame_001690_roi_1.png,256,256
2,115,74,item_070_frame_001690_roi_1.png,256,256
3,178,91,item_070_frame_001690_roi_1.png,256,256
4,116,180,item_070_frame_001690_roi_1.png,256,256
5,56,152,item_070_frame_001690_roi_1.png,256,256
6,140,152,item_070_frame_001690_roi_1.png,256,256
7,202,180,item_070_frame_001690_roi_1.png,256,256
0,36,129,item_074_frame_001787_roi_1.png,256,256
1,72,55,item_074_frame_001787_roi_1.png,256,256
2,175,58,item_074_frame_001787_roi_1.png,256,256
3,127,130,item_074_frame_001787_roi_1.png,256,256
4,61,203,item_074_frame_001787_roi_1.png,256,256
5,95,129,item_074_frame_001787_roi_1.png,256,256
6,191,129,item_074_frame_001787_roi_1.png,256,256
7,150,207,item_074_frame_001787_roi_1.png,256,256
0,91,63,item_076_frame_001835_roi_1.png,256,256
1,53,98,item_076_frame_001835_roi_1.png,256,256
2,159,121,item_076_frame_001835_roi_1.png,256,256
3,188,87,item_076_frame_001835_roi_1.png,256,256
4,88,142,item_076_frame_001835_roi_1.png,256,256
5,48,176,item_076_frame_001835_roi_1.png,256,256
6,157,196,item_076_frame_001835_roi_1.png,256,256
7,190,160,item_076_frame_001835_roi_1.png,256,256
0,84,61,item_082_frame_001980_roi_1.png,256,256
1,41,88,item_082_frame_001980_roi_1.png,256,256
2,147,108,item_082_frame_001980_roi_1.png,256,256
3,191,86,item_082_frame_001980_roi_1.png,256,256
4,93,159,item_082_frame_001980_roi_1.png,256,256
5,23,176,item_082_frame_001980_roi_1.png,256,256
6,153,193,item_082_frame_001980_roi_1.png,256,256
7,194,176,item_082_frame_001980_roi_1.png,256,256
0,76,64,item_086_frame_002076_roi_1.png,256,256
1,43,83,item_086_frame_002076_roi_1.png,256,256
2,157,110,item_086_frame_002076_roi_1.png,256,256
3,196,87,item_086_frame_002076_roi_1.png,256,256
4,93,161,item_086_frame_002076_roi_1.png,256,256
5,43,172,item_086_frame_002076_roi_1.png,256,256
6,149,195,item_086_frame_002076_roi_1.png,256,256
7,188,186,item_086_frame_002076_roi_1.png,256,256
0,60,133,item_100_frame_002414_roi_1.png,256,256
1,133,47,item_100_frame_002414_roi_1.png,256,256
2,179,66,item_100_frame_002414_roi_1.png,256,256
3,121,130,item_100_frame_002414_roi_1.png,256,256
4,93,206,item_100_frame_002414_roi_1.png,256,256
5,174,120,item_100_frame_002414_roi_1.png,256,256
6,224,129,item_100_frame_002414_roi_1.png,256,256
7,158,203,item_100_frame_002414_roi_1.png,256,256
0,62,116,item_104_frame_002511_roi_1.png,256,256
1,116,21,item_104_frame_002511_roi_1.png,256,256
2,185,38,item_104_frame_002511_roi_1.png,256,256
3,121,111,item_104_frame_002511_roi_1.png,256,256
4,93,192,item_104_frame_002511_roi_1.png,256,256
5,154,89,item_104_frame_002511_roi_1.png,256,256
6,220,98,item_104_frame_002511_roi_1.png,256,256
7,161,191,item_104_frame_002511_roi_1.png,256,256
0,70,77,item_106_frame_002559_roi_1.png,256,256
1,51,130,item_106_frame_002559_roi_1.png,256,256
2,161,158,item_106_frame_002559_roi_1.png,256,256
3,177,104,item_106_frame_002559_roi_1.png,256,256
4,80,137,item_106_frame_002559_roi_1.png,256,256
5,57,174,item_106_frame_002559_roi_1.png,256,256
6,159,209,item_106_frame_002559_roi_1.png,256,256
7,181,167,item_106_frame_002559_roi_1.png,256,256
0,47,128,item_110_frame_002656_roi_1.png,256,256
1,96,58,item_110_frame_002656_roi_1.png,256,256
2,185,71,item_110_frame_002656_roi_1.png,256,256
3,134,135,item_110_frame_002656_roi_1.png,256,256
4,70,197,item_110_frame_002656_roi_1.png,256,256
5,112,107,item_110_frame_002656_roi_1.png,256,256
6,207,119,item_110_frame_002656_roi_1.png,256,256
7,157,208,item_110_frame_002656_roi_1.png,256,256
0,77,64,item_112_frame_002704_roi_1.png,256,256
1,48,118,item_112_frame_002704_roi_1.png,256,256
