3,69,92,item_021_frame_000483_roi_1.png,256,256
7,43,75,item_021_frame_000483_roi_1.png,256,256
5,137,75,item_021_frame_000483_roi_1.png,256,256
1,179,95,item_021_frame_000483_roi_1.png,256,256
2,66,184,item_021_frame_000483_roi_1.png,256,256
6,46,140,item_021_frame_000483_roi_1.png,256,256
4,145,144,item_021_frame_000483_roi_1.png,256,256
0,187,190,item_021_frame_000483_roi_1.png,256,256
3,52,126,item_029_frame_000676_roi_1.png,256,256
7,100,75,item_029_frame_000676_roi_1.png,256,256
5,172,70,item_029_frame_000676_roi_1.png,256,256
1,116,120,item_029_frame_000676_roi_1.png,256,256
2,75,195,item_029_frame_000676_roi_1.png,256,256
6,148,136,item_029_frame_000676_roi_1.png,256,256
4,207,137,item_029_frame_000676_roi_1.png,256,256
0,141,190,item_029_frame_000676_roi_1.png,256,256
3,77,97,item_033_frame_000773_roi_1.png,256,256
7,41,64,item_033_frame_000773_roi_1.png,256,256
5,144,70,item_033_frame_000773_roi_1.png,256,256
1,177,103,item_033_frame_000773_roi_1.png,256,256
2,67,183,item_033_frame_000773_roi_1.png,256,256
6,40,129,item_033_frame_000773_roi_1.png,256,256
4,164,140,item_033_frame_000773_roi_1.png,256,256
0,183,201,item_033_frame_000773_roi_1.png,256,256
3,68,131,item_035_frame_000821_roi_1.png,256,256
7,39,63,item_035_frame_000821_roi_1.png,256,256
5,144,64,item_035_frame_000821_roi_1.png,256,256
1,189,129,item_035_frame_000821_roi_1.png,256,256
2,74,209,item_035_frame_000821_roi_1.png,256,256
6,48,128,item_035_frame_000821_roi_1.png,256,256
4,156,130,item_035_frame_000821_roi_1.png,256,256
0,194,210,item_035_frame_000821_roi_1.png,256,256
3,43,145,item_045_frame_001062_roi_1.png,256,256
7,92,57,item_045_frame_001062_roi_1.png,256,256
5,176,65,item_045_frame_001062_roi_1.png,256,256
1,124,158,item_045_frame_001062_roi_1.png,256,256
2,67,202,item_045_frame_001062_roi_1.png,256,256
6,109,109,item_045_frame_001062_roi_1.png,256,256
4,190,117,item_045_frame_001062_roi_1.png,256,256
0,153,210,item_045_frame_001062_roi_1.png,256,256
3,50,113,item_047_frame_001111_roi_1.png,256,256
7,53,62,item_047_frame_001111_roi_1.png,256,256
5,156,76,item_047_frame_001111_roi_1.png,256,256
1,173,128,item_047_frame_001111_roi_1.png,256,256
2,66,194,item_047_frame_001111_roi_1.png,256,256
6,69,138,item_047_frame_001111_roi_1.png,256,256
4,161,138,item_047_frame_001111_roi_1.png,256,256
0,185,201,item_047_frame_001111_roi_1.png,256,256
3,51,118,item_051_frame_001207_roi_1.png,256,256
7,96,60,item_051_frame_001207_roi_1.png,256,256
5,168,71,item_051_frame_001207_roi_1.png,256,256
1,114,119,item_051_frame_001207_roi_1.png,256,256
2,90,174,item_051_frame_001207_roi_1.png,256,256
6,133,113,item_051_frame_001207_roi_1.png,256,256
4,194,119,item_051_frame_001207_roi_1.png,256,256
0,154,179,item_051_frame_001207_roi_1.png,256,256
3,117,54,item_057_frame_001352_roi_1.png,256,256
7,51,108,item_057_frame_001352_roi_1.png,256,256
5,132,146,item_057_frame_001352_roi_1.png,256,256
1,213,85,item_057_frame_001352_roi_1.png,256,256
2,122,117,item_057_frame_001352_roi_1.png,256,256
6,47,167,item_057_frame_001352_roi_1.png,256,256
4,138,202,item_057_frame_001352_roi_1.png,256,256
0,220,145,item_057_frame_001352_roi_1.png,256,256
3,52,110,item_059_frame_001400_roi_1.png,256,256
7,112,76,item_059_frame_001400_roi_1.png,256,256
5,189,79,item_059_frame_001400_roi_1.png,256,256
1,137,110,item_059_frame_001400_roi_1.png,256,256
2,70,192,item_059_frame_001400_roi_1.png,256,256
6,133,155,item_059_frame_001400_roi_1.png,256,256
4,218,148,item_059_frame_001400_roi_1.png,256,256
0,162,179,item_059_frame_001400_roi_1.png,256,256
3,111,108,item_064_frame_001545_roi_1.png,256,256
7,34,72,item_064_frame_001545_roi_1.png,256,256
5,124,69,item_064_frame_001545_roi_1.png,256,256
1,190,97,item_064_frame_001545_roi_1.png,256,256
2,124,175,item_064_frame_001545_roi_1.png,256,256
6,47,130,item_064_frame_001545_roi_1.png,256,256
4,149,131,item_064_frame_001545_roi_1.png,256,256
0,199,182,item_064_frame_001545_roi_1.png,256,256
3,96,63,item_068_frame_001642_roi_1.png,256,256
7,45,98,item_068_frame_001642_roi_1.png,256,256
5,145,118,item_068_frame_001642_roi_1.png,256,256
1,196,85,item_068_frame_001642_roi_1.png,256,256
2,94,144,item_068_frame_001642_roi_1.png,256,256
6,44,181,item_068_frame_001642_roi_1.png,256,256
4,142,199,item_068_frame_001642_roi_1.png,256,256
0,200,162,item_068_frame_001642_roi_1.png,256,256
3,108,95,item_070_frame_001690_roi_1.png,256,256
7,42,76,item_070_frame_001690_roi_1.png,256,256
5,115,74,item_070_frame_001690_roi_1.png,256,256
1,178,91,item_070_frame_001690_roi_1.png,256,256
2,116,180,item_070_frame_001690_roi_1.png,256,256
6,56,152,item_070_frame_001690_roi_1.png,256,256
4,140,152,item_070_frame_001690_roi_1.png,256,256
0,202,180,item_070_frame_001690_roi_1.png,256,256
3,36,129,item_074_frame_001787_roi_1.png,256,256
7,72,55,item_074_frame_001787_roi_1.png,256,256
5,175,58,item_074_frame_001787_roi_1.png,256,256
1,127,130,item_074_frame_001787_roi_1.png,256,256
2,61,203,item_074_frame_001787_roi_1.png,256,256
6,95,129,item_074_frame_001787_roi_1.png,256,256
4,191,129,item_074_frame_001787_roi_1.png,256,256
0,150,207,item_074_frame_001787_roi_1.png,256,256
3,91,63,item_076_frame_001835_roi_1.png,256,256
